title,PC1,PC2,PC3,PC4
สายบัวผัดกุ้ง,-198.74571419581113,-117.76445295243992,-39.73440595168311,-81.4252853030364
หมูก้อนคลุกข้าวโพดหวาน,-198.76765649285306,-115.2969551300411,-39.846773329277575,121.58686637097769
ผัดพริกหอมใหญ่เครื่องในไก่,-198.71045879352047,-114.27007740715071,-39.76425154025336,-82.94959410802005
หัวหอมใหญ่ผัดไข่,-198.75023090219335,-120.26690910740177,-39.594689434786666,-75.84584992612638
หมี่ไข่ผัดกุ้ง,-198.77539935284292,-103.64457961801763,-39.69180081007772,-83.12282193704138
ราเมงหมูซอสเทอริยากิ,-198.69798798910173,-120.3004669154311,-39.87300457074144,123.48910900010146
Oyakodon,-198.78034559674052,-120.28804849573385,-39.71716522935485,-87.57103453022273
ข้าวต้มปลากระพง,-198.75487177735778,-120.26414762952564,-39.74225982973602,-82.94216090434851
ต้มซุปเปอร์,301.26086094158455,-107.94828298244195,-40.04452261128694,-126.49572441059932
ผัดกะหล่ำปลี,-198.71330007241076,-120.23180319746994,-39.60251835654016,-78.1947974097619
ข้าวผัดน้ำพริกปลาป่นกุนเชียง,-198.9671929502361,99.7106651972993,-39.59760491791035,-83.33871091360476
มาม่าผัดขี้เมาทะเลเกาหลี,-198.7470418100267,-108.26020743781189,-39.727738737178605,-80.34992428713402
มาม่าผัดไข่ใส่ไก่สับหมูเด้ง,-198.76871871647364,-120.30939898584688,-39.7337622002538,120.61636402631603
ผัดผักบุ้งไฟแดง,-198.74590576813486,-120.2416996126326,-39.65956027666059,-78.02627635385196
หอยลายผัดใบโหระพา,-198.7609993327327,-110.24851921914107,-39.67561075921031,-79.62749200535025
มาม่าเกาหลีแกงกะหรี่,-198.7449290205309,-120.2392711911026,-39.652522330676405,-78.29272142672774
สปาเก็ตตี้ไข่กุ้ง,-198.76427393121,-101.53406355431488,-39.84544806744178,-87.1152511531415
ผัดวุ้นเส้นไก่สับใส่กระเทียมดอง,-198.7624985828238,-120.26525440776024,-39.585353039305005,-80.52074731944333
กุนเชียงทอด,-198.744651043519,-120.23876485428661,-39.65090013063639,-78.22182641031945
ผัดผัก,-198.76899057793136,-120.30193456643971,-39.865708424600584,145.54056990187362
ราดหน้ากะเพราไก่ไข่ดาว,-198.75619123121825,-114.26096640514078,-39.64873022273477,-76.88599233787802
ข้าวราดแกงกะหรี่หมูทอดทงคัตสึ,-198.8021629514211,-119.13348238739113,-40.032983159524335,325.04010876115376
ข้าวคลุกกะปิเจ,-198.81581457002414,-100.3074604441396,-39.820495274847666,-87.71333638435814
เเกงกะหรี่ญี่ปุ่นหมูนุ่ม,-198.84392900254466,-120.5345515607807,-40.65212834167591,922.9815294741466
มาม่าต้มยำผัดแห้ง,-198.77747687601035,-105.27861846746386,-39.77314213059632,-83.64879410805835
เกี๊ยวน้ำหมูกุ้ง,-198.75516816378598,-120.28691048103889,-39.81106839765632,21.024695473936394
ยำใบบัวบก,-198.6511454172153,-116.25490025795727,-39.7550513331013,-82.37350359528799
กะเพราเนื้อ,-198.77451087164945,-90.08438922670076,-39.68066775805213,-77.25320627321753
ส้มตำทอด,-192.53038914404445,-91.87653733201104,-39.65148321560227,-77.68772366283525
ยำมาม่าหมูยอ,-198.70238541073957,-92.24462375900721,-39.73281756583203,-78.77150610893875
มาม่าผัด,-198.73799801274203,-117.7534337354219,-39.63312532707895,-48.22491848320956
หมูผัดซีอิ๊วญี่ปุ่น,-143.786126239962,-120.3025387027541,-40.01564757744775,320.3580366975243
ผัดไทยกุ้งสด,-198.7158648409373,-120.26540697493286,-39.75730050208948,-80.31074415176731
หมูชาชู,-198.655145647743,-120.50893866766476,-40.631580208158006,923.6868140649358
ผัดกระเพราทูน่า,-198.76557035025317,-100.24435800943536,-39.66624427382206,-78.46965236813911
พะโล้ขาหมู,1302.4402012028354,-116.62579419374457,-40.10580513746514,317.07480791849935
ราดหน้าหมูหมักหมี่กรอบ,-198.7687294167922,-112.90979202056913,-40.23538599358817,433.93282176780997
ผัดฉ่าปลาดุกกรอบ,21.1991209693126,-82.61332172589627,-39.86314852833129,-107.27394186676734
หมี่เหลืองผัดซีอิ้ว,-198.75333092352653,-120.2527728848521,-39.5383302445897,-78.66026892788241
มาม่าสามชั้นผัดโค้ก,-198.75793144355072,-116.27807070401309,-39.78155529729719,51.82424344852736
ก๋วยจั๊บญวน,-198.74880316827452,-110.2607394960908,-39.69664410096469,-77.1577760444283
ยำลูกชิ้น,-198.69174638374864,-108.23601560189618,-39.669968835447534,-75.95891927794679
สปาเกตตี้คาโบนารา,-198.74300578556804,-120.2522957571428,-39.62031843133825,-80.48042217698939
ปูผัดซอสพริก,241.29191953635498,-104.91708705570412,160.43911154088548,-76.06115759086806
หมี่ฮ่องกงผัดน้ำพริกหมูหยองไข่เค็ม,-198.792407183963,-75.2454601548791,-39.538939957137174,-77.94086096472813
มาม่าเกาหลีผัดซอสโกชูจัง,-198.76365386285434,-120.27102289347013,-39.682796091696275,-27.59377993444961
คอหมูย่าง,-198.74680468643007,-110.34763249485702,-40.031551444274626,320.862633405699
กะเพราวุ้นเส้น,-198.7507487136015,-100.26423072238293,-39.758205894170345,22.35247538737986
ข้าวผัดคะน้าหมูไข่เจียว,-198.78559307701317,-114.34310596905893,-39.913723340981626,220.6891395930132
ผัดมักกะโรนีซอสมะเขือเทศ,-198.76183004442498,-120.26086049715171,-39.564272383423436,-79.26565586267735
ข้าวผัดกุ้งน้ำพริก,-198.79294518904186,-105.30546585515194,-39.840755695704416,-87.9370621577927
กะเพราหมูกรอบ,-198.83869088871188,-108.5078019223294,-40.578675588524526,918.3685218431831
เต้าหู้ผัดใบชะอม,-198.72927149422003,-120.25017365751906,-39.68147524990556,-71.3249066199256
ข้าวราดหน้าไก่,-198.8273804726764,-118.3699253050097,-40.02279208264073,-105.08352777520062
แกงกะหรี่ญี่ปุ่นหมู,351.2188525555507,-119.88848975603271,-39.930150170061054,272.7623496900269
ข้าวผัดเนยกระเทียม,-198.79722211115435,-120.3326588912923,-39.89259815897032,-90.37576755706093
หมูกระเทียมหมักนมสด,-198.7845763795614,-117.87379059301757,-40.11489567078658,419.93557645491677
ผัดไทยกุ้งสดเบคอน,-198.02029899781175,-120.28995820871562,-39.733018933514856,-83.40859351602853
กะเพราทูน่า,-190.64324089189526,-106.2330634610508,-39.65929659302736,-78.3358951792633
ไข่ชะอมทอด,-198.75158533080858,-120.24994376169758,-39.5339203651865,-79.05520166032782
ข้าวไข่ข้นไส้กรอกพริกสด,-198.76157659697049,-111.2538151619042,-39.54079319946262,-79.19752082165822
ราดหน้าห่อไข่,571.2228224009832,-119.6651861580356,-39.60587587523446,85.20608537422002
ผัดมักกะโรนี,-198.76458058271035,-103.09325932347362,-39.820930901000516,121.82938360232603
ข้าวผัดกระเทียมปลาแซลมอน,-198.8167941979371,-115.32924630143047,-39.667612393975446,-90.80617937731965
ผัดกระเพราไก่,-198.7517262202206,-104.25048519080597,-39.69783540123537,-82.70375753904234
สุกี้บุกผักรวม,461.2495744591949,-119.69548720439249,-39.56872028981205,-77.90790976653862
สปาเก็ตตี้ทูน่า,-198.73665209505435,-113.24568523194323,-39.6853894569146,-78.21473557255575
ข้าวกะเพราเนื้อสับ-ไข่ดาว,-198.74001602359314,-112.122611106254,-39.661753517775864,-78.18772175990999
ข้าวผัดหมาล่า,-198.76905356230554,-120.26898978798634,-39.726938366566834,-82.50156576083636
ไก่ผัดกะปิ,-198.70568373900863,-110.23826045033164,-39.671871917417675,-79.05744044391706
มาม่าขี้เมาหมูกรอบไข่ข้น,-198.78209039577865,-95.26376771940653,-39.43187519984763,-79.92594466627422
มะเขือยาวชุบไข่ทอด,-198.89076911070794,-120.31538635168057,-39.757594949724435,-102.80228493191895
บะหมี่กึ่งสำเร็จรูปผัดกุ้ง,-198.7894631737906,-115.32843566621708,-39.63042413684133,-89.20998088796259
ผัดซีอิ้วเส้นใหญ่ใส่ปลาหมึก,-198.68254406017843,-117.75554123193245,-39.659985619012865,-62.95524707666078
เกี๊ยวซ่า,-198.78137393965596,-120.35898114926776,-40.05704310011492,321.8217728963273
กุ้งแม่น้ำผัดพริกเกลือ,-198.77006251935651,-105.30313968115779,-39.848582672041246,-86.62380892113039
ไก่ผัดเค็ม,-198.75356907494734,-120.26195188980608,-39.738372460644584,-87.96560488184545
ต็อกบกกีไส้กรอกชีส,-198.74240427323693,-120.2438594404589,-39.66725790671439,-79.56508958140462
ไก่อะโดโบ,-198.73241401129923,-45.29839000275879,-39.90136948147755,-98.14291631078012
ข้าวผัดเห็ดหอมสด,-198.77189170196078,-120.3078982817546,-39.83467463001988,-82.02468454191653
ผัดหมี่กระเฉดเจ,-198.71009144881538,-104.71384973455224,-39.68058942001579,-74.08631459864037
ราดหน้ากุ้งโสร่ง,461.2602254695173,-119.74231489820511,-39.70326553283254,-80.6597758052479
ผัดกะเพราไข่ดาวราดข้าว,-198.75358562176115,-105.26848521887948,-39.75366415523758,31.60057946111026
ไข่ตุ๋นหมึกกุ้ง,-198.38548759859242,-120.31023485412072,-39.6473271448815,-87.90159593725879
ยำคอหมูย่างมะเขือเปราะ,-198.7485440973734,-118.89188118124032,-39.8424558435694,121.2364127471276
ข้าวผัดต้มยำกุ้ง,-198.79463637966697,-105.30572222377992,-39.84447102266452,-88.02473943656196
ไก่กระเทียมหมักซอส,-198.74797438653195,-115.25114534680625,-39.69810265819234,-82.75525177297497
ยำหนังหมู,-198.6093619020038,-120.26699661847003,-39.75638748157573,21.808374770357428
กะเพราถาดรวมทะเล,-198.8267725369861,-120.35019873138076,-39.94421759838907,-94.4438508419898
ผัดหมี่ซั่วใบกระเพรา,-198.7554645477341,-109.25561705099736,-39.70809945885947,-32.97833021819846
ข้าวผัดกุ้งโคชูจัง,-198.82490270698685,-104.54852932213532,-39.980171204031166,-94.50109544535002
หมูสับผัดกะปิ,-198.7621711160855,-104.79704549123034,-39.79933507826946,71.58896801855225
คะน้าหมูกรอบ,-198.74505870343737,-120.243212550464,-39.66366553134558,-75.75926799105991
ผัดหมี่กระเฉดกุ้ง,-183.75124114413248,-110.25782349410096,-39.7516569207938,-82.24288157131426
ผัดหมูไข่ตอก,-198.7560572659539,-120.27239966757584,-39.688694003511905,21.247594934759345
ข้าวหมูกรอบคั่วพริกเกลือ,-198.76215938519496,-90.24205371435275,-39.656158286649884,-78.1493770853969
ไข่เจียวหมูสับ,-198.76687030833858,-117.77335931887859,-39.52582307766431,-29.09264522682484
คะน้าหมูผัดซอสไก่,-188.4908492833223,-120.25112716268596,-39.71826245962084,-23.530039658500296
ข้าวหน้าไก่ผัดหอมใหญ่,-198.76466765012378,-115.29629751557658,-39.86634605922873,-99.30453620685616
เต้าหู้ผัดน้ำพริกเผา,-198.75712002521627,-105.32616375170767,-39.94319030800988,224.26495164435443
ข้าวผัดหอยลาย,-198.7703768879292,-105.27664277794325,-39.67765582613603,-83.75074674208989
"“เส้นใหญ่แห้ง""",-198.73428035654908,-120.24403730895774,-39.66873979359298,-62.84205653349853
ยำผักกูด,-198.70537025011245,-80.25764173803982,-39.80300215458735,-82.8283124188045
สปาเก็ตตี้เส้นดำผัดพริกแห้ง,1301.2420518426163,-108.9981339471278,-39.44355203098695,-77.86549874899701
สามเกลอผัดฉ่า,-198.7570243730106,-110.26820890055721,-39.75426124171757,-84.55637494946319
ข้าวผัดไส้กรอก,-198.734129759546,-120.28381562869127,-39.629717815875644,-83.6260431499141
ผัดหมี่เชียงรายใส่ไข่,241.2661130949301,-119.88270525313057,-39.544371497854385,-77.79092355037098
เกี๊ยมอี๋หมูสับใส่ผักบุ้ง,-198.76148985122748,-120.29422687803797,-39.839501477733634,121.359586742536
ข้าวผัดสัปปะรด,-199.24825188841214,-105.9353450978556,-41.20566666248594,29.86193509474251
ผัดมาม่าต้มยำเจ,-198.74477548435902,-120.2493148032625,-39.68458359763634,-73.99384055209515
หมูสามชั้นทอดกระเทียม,-197.49871119026668,-100.32032296368169,-39.9306681010316,221.314765967497
มักกะโรนีอบชีส,-198.7497029351319,-120.24495185895735,-39.66674675494257,-78.94117884018823
แจกสูตรฟรี,-198.82659184092861,-120.53840188956713,-40.60958263920042,922.5295197595298
ข้าวผัดกระเทียมไส้กรอก,-198.760672024533,-120.26345909874915,-39.645604260920464,-79.79732977773057
มาม่าผัดหมูยอ,-198.74876970144172,-120.24608418598594,-39.67450063072326,-76.62149113884401
เนื้อเค็มต้มกะทิ,-161.25484407005186,-79.05435116762763,-39.74015583794792,-82.92777517018253
หมี่กะทิ,-198.59991633199235,-117.61926653327907,-39.84048616089889,19.998293004759493
ขนมจีนน้ำยาปู,-198.90620878733466,-20.29424751554176,760.3534560302966,-77.79816022224018
ผัดไทยวุ้นเส้นหมูแดงย่าง,-125.39177717406302,-120.23761231073414,-39.68144126409954,71.24920200888518
มักกะโรนีผัดซอส,-198.75379390728793,-120.08593661470547,-39.618685967043305,-79.30266182459921
กุ้งแม่น้ำฉูฉี่,21.237916128140572,-74.88825108595171,-39.62266786900851,-79.8816746709055
หมี่กระเฉดกุ้ง,-198.7613934697231,-120.27275285251565,-39.757649814978045,-82.23332034790847
ขนมจีนน้ำยาปลา,-198.80380211514228,-91.94935632202939,-39.8999470492386,-107.298609090666
ข้าวหน้าหมูทอด,-198.74004114417343,-120.24693168907118,-39.5996241209648,-78.30067543958508
กระเพราเป็ด,-198.77453287471067,-75.23930001375452,-39.66662479103077,-78.35077692559584
ซอสก๋วยเตี๋ยวแห้ง,-48.655869106699775,-105.12270079870164,-39.67649731620429,-74.10542006906046
ข้าวผัดปลาเค็ม,-198.7699059284856,-114.28728858840243,-39.643776354269164,-86.810108496893
ยำแหนมมะม่วงเบา,-198.62861220303887,-112.23201063239829,-39.67155198472827,-78.29723895022423
ยำรวมมิตร,-198.79282130227014,-90.30208803859588,360.339281336995,-77.26134705700521
ข้าวผัดหน่อไม้หวานอกไก่ใบโหระพาไข่ดาว,-198.79073534981438,-90.28157731738845,-39.69462496076524,-84.7614245488009
ยำวุ้นเส้นโบราณ,-138.64063938196236,-100.18091646808581,-39.68912961890965,-80.31138474913497
สปาเก็ตตี้ไส้กรอกผัดพริกแห้ง,-198.74379415897502,-110.23674115125306,-39.66372338043281,-78.13823893557446
วุ้นเส้นผัดแห้ง,-198.73987125541746,-119.01691078968533,-39.75729860352871,21.849337508788317
ก๋วยจั๊บอุบล,-198.75597224707383,-115.24661167591975,-39.67312677422734,-77.67133282725212
ผัดมะเขือ,-198.7932702060321,-100.35006361353615,-40.05240366420921,318.63183295145245
หมึกทอดน้ำปลา,-198.74292840725366,-117.61548429406862,-39.66236294964611,-78.39008040750183
สุกี้ยากี้เนื้อ,-198.71064575971326,-119.93455550590161,-39.600344287929495,-75.52323922331958
ส้มตำปูปลาร้า,-198.80041785646802,-114.30860657178062,360.3300969736996,-77.47521121426055
สปาเก็ตตี้ผัดพริกแห้ง,-178.74981488196826,-110.22757717246529,-39.67509979304921,-78.51905671938682
สลัดปูอัดไข่ต้มน้ำสลัดญี่ปุ่น,-198.7861310276977,-120.29197222573218,-39.600575905234045,-76.93474029505131
พาสต้าซอสครีมหน้าไข่กุ้ง,-198.75812920108382,-115.25488263041734,-39.6979036576064,-78.85349046660106
ยำขนมจีนอกไก่ย่าง,-198.73957020911786,-112.24001261847924,-39.67123376595768,-77.36413869789527
ราดหน้า,-198.70215871916494,-120.28979762275914,-39.772842876103816,10.69532125703763
เซอร์ลอยน์จิ้มแจ่ว,-198.7618709528941,-117.77943678566018,-39.78909934608625,71.24317424519307
ข้าวหมูทอด,-198.7759937349492,-120.31140858142281,-39.7965859407356,47.00585027043794
หัวใจไก่ผัดกระเพราโบราณ,-198.74715328833403,-100.24702197772127,-39.69228116358686,-80.63222456992635
ตำหลวงพระบาง,-198.73261926378544,-99.63689541301304,-39.69059114740662,-78.26573696624278
ไก่อบน้ำแดง,-33.776945087904316,-120.20491693876292,-40.01688921240272,-118.55184308346115
ข้าวหมูแดง,241.44874747349863,-113.92845245579903,-39.318327697800264,-84.08648503649911
เต้าหู้ไข่ผัดต้นหอม,-183.7118766599079,-117.76927607866023,-39.784962202991665,31.309641687119118
ผัดซีอิ๋วเส้นใหญ่,-198.74888538766265,-120.32149087254047,-39.85706473644259,141.97303126507643
ผัดพริกแกงหมู,-153.76067960045336,-90.279623301399,-39.91775585088702,220.79332458754774
กรือโป๊ะ,-198.74903713502982,-120.24550950629809,-39.65992528351453,-77.16709430133538
ไข่เจียวแหนมอบ,-198.75952693697792,-106.493460125724,-39.53131020916023,-79.21498635495728
ราดหน้าหมูหมัก,-198.84422745314822,-120.50715620307837,-40.56666594853335,917.476568357977
ข้าต้มไก่,-198.77075919014453,-120.3088077471999,-39.86841341357054,-91.47037063412273
หมูร้อยตอกแดดเดียว,-198.80193253409277,-110.37520092625617,-40.11397752285947,420.1049278117758
ข้าวหน้าหมูสไลด์,-198.7710948769306,-120.30354262445333,-39.79383505409996,140.42831910786896
บะกุ๊ดเต๊,-198.74147327607477,-120.25315546346019,-39.69715971782436,-81.63096414760278
ผัดกะเพราไข่ปลาหมึก,-198.69062969073724,-119.22770974787224,-39.66190930956135,-77.6842576267918
กุ้งผัดพริกขี้หนูสด,-198.78177922488763,-80.27830318279173,-39.78286203600005,-82.44780505911194
ข้าวผัดอกไก่เทริยากิสไตล์ญี่ปุ่นแบบง่าย,-198.7630267629905,-120.2866067852039,-39.71282079545152,-87.70713244156886
หมูหมักผัดบร็อคโคลี่,-198.7429230582854,-120.28061183676435,-39.79915071501735,71.51658035404375
ข้าวราดหมูทอดแกงกะหรี่,-198.80146634070258,-120.36844124959944,-39.9480085035812,20.40999725502435
วุ้นเส้นผัดแหนมหมู,-198.73839582254172,-120.25404456773754,-39.686182707498574,-78.22498192574754
คั่วทะเลเส้นใหญ่,-198.75446719625813,-120.2687172612728,-39.59911466164708,-60.286482788874885
ตำแตง,-198.74272162341722,-111.24236622144663,-39.66518231002997,-77.78132601042815
ข้าวผัดไก่ไข่ดาว,-183.77142331063052,-119.02727596269025,-39.641961429149184,-85.34259339161522
หมี่กรอบราดหน้า,-198.82206690206448,-120.41782874052191,-39.94669421758369,435.2961927076728
ข้าวไข่ขยี้ปลากระป๋อง,-198.773531747409,-90.25274068398348,-39.53706726461259,-79.6561796036644
หนวดปลาหมึกผัดกระเพรา,-198.78245804745657,-85.26416148427678,-39.72874369442956,-75.94810006820019
สปาเก็ตตี้ผัดกะเพราหมูสับ,-198.7329577988549,-75.30537408307413,-39.88745002824988,143.33796099223974
ผัดพริกสดตับและอกไก่,-198.7397605247312,-102.26752065831187,-39.77050687547242,-88.83753065771734
หมูผัดต้มหอม,-198.80221631149868,-100.37595234261698,-40.12937658006699,420.84688528753605
ข้าวผัดไก่ย่าง,-198.78354716250323,-120.30757642376454,-39.79205748782637,-97.89334622710051
ก๋วยเตี๋ยวผัดซีอิ้วผักใส่ไข่,-198.7352873809699,-120.24699034283952,-39.680617911943145,-71.2731367447711
หอยแมลงภู่​ผัดใบ​โหระพา​,-198.75408486311156,-116.24387890838989,-39.67027955844154,-80.15673866408994
ผัดพริกอ่อนหมูสับตับไข่ดาว,-198.7436223439988,-118.25317534049027,-39.69400390757606,-61.64986994678453
ไก่ย่างโอชา,-198.748768648184,-115.29429174482792,-39.86110940085095,-102.92965801435608
ข้าวหน้าเนื้อชีส,-198.72074330645833,-119.9381397006582,-39.385861715522886,-78.91140477919083
สปาเกตตี้ปลาร้าสับ,-198.74729604896334,-82.74880710525609,-39.7032129604257,-28.436014647715464
ข้าวหน้าหมู,-198.78066547454992,-105.35264162700888,-40.03315638555446,321.07426927768364
ไข่อบ,-198.76254340893294,-103.41446853327773,-39.59413477502222,-78.75771497710156
สเต็กหมูสันนอก,-198.76136121279723,-108.8220974923714,-39.7076904472037,-18.440475280114843
ยำปลาปลาช่อนทะเล,-198.76273652548858,-110.25427712707891,-39.71877620678995,-83.72520063248854
สเต็กเเซลม่อนซอสเห็ดหอม,-198.74367610567546,-120.24706559340413,-39.678022036033866,-77.08031172024026
หมี่เหลืองผัดกระเพรา,-198.28942038976672,-95.2745181296084,-39.780275822938414,27.15526619380488
ปลาหมึกผัดน้ำพริกเผา,-125.41944423523353,-105.2049658051701,-39.42712886571212,-79.92701202414533
มาม่าต้มยำกุ้งผัดแห้ง,-198.75954640024472,-120.27347664415645,-39.76224398238601,21.259863576613824
ผัดสะตอไส้กรอกไก่,-196.27717632342475,-90.24648474823161,-39.674214214778196,-79.13274976559825
ข้าวแกงพะแนงหมูไข่เจียว,-198.86403390980928,79.93646002560854,-40.107936051418086,417.41485876948553
ข้าวผัดหมูปิ้ง,-198.75898361510997,-120.26550968354823,-39.658796386988755,-19.35418817491835
ข้าวหน้าหมูตุ๋น,-143.79753800380283,-105.56904540282041,-39.79682633048484,115.7369390859077
ยำไก่ทอด,-198.72905033369642,-110.27205158224247,-39.78549415657371,-78.5253016271907
มาม่าต้มยำ,-198.28403677940648,-100.27617447502665,-39.70729106849218,-83.93361063909526
ผัดกระเพาหมูสับหน่อไม้,-198.7758417442874,-80.32103290059544,-39.957510566062865,222.3106007242005
ผัดพริกแกงผักบุ้ง,-198.73997851064354,-105.28724590250032,-39.83483920962731,121.21904893800581
ไข่ลูกเขย,-198.6491725838529,-100.22709358301145,-39.65617410302311,-77.72444643629932
หมูสามชั้นผัดสะตอ,-153.7491121052039,-90.27135572668944,-39.88579518580084,171.31061717438084
ใบเหลียงผัดไข่สูตรไข่เค็มกุ้งแห้ง,-198.72746621725784,-117.74335612943442,-39.596543525079845,-78.20875356584592
กะเพราหมูย่างโชยุ,-198.7478294268001,-119.01053331417504,-39.72719983029273,1.4710721615547357
อกไก่ยัดใส้ผักโขม,-198.7519026349538,-119.2514988679852,-39.69829639449327,-83.42796751992456
ซุปถั่วลันเตา,-198.74740098297335,-120.24333504129217,-39.663468311196304,-77.72378751074999
หุงข้าวรสต้มยำ,-168.79987977368236,-112.77124943311755,-39.797028667005605,-86.86675420138018
ผัดมักกะโรนีกุ้ง,-198.78588907504408,-120.32434521042693,-39.920460363645645,-89.03378109479286
สปาเก็ตตี้ซอสเพสโต้,-198.75724747380096,-120.25539998078368,-39.698262256423085,-77.58395159276573
ผัดฟักทองใบโหระพา,-193.5001892306051,-120.24041612107922,-39.596553364954524,-79.00801200894492
อกไก่นึ่งมะนาว,-198.751773355928,-75.24479229063829,-39.70406095416546,-82.946709439213
ข้าวหน้าหมูหมักมิโสะ,-198.7465792530363,-120.24142745391279,-39.658516726735115,-77.82851610720667
ข้าวหมูทอดทงคัตสึ,-161.43463513097393,-115.66338400151348,-41.08987384824629,1415.873219630858
ราดหน้าบะหมี่หมูสับ,-198.22983409834453,-119.00543010444565,-39.71276349557574,-27.023973764318214
ข้าวผ้ดปลาสลิด,-198.7860129789344,-120.28408309162408,-39.81180142935856,-94.6518802732447
ข้าวผัดปลาเแซลม่อน,-198.78856459328495,-120.29074482875396,-39.731752082371585,-89.36040263566207
ผัดกะเพราหมูสับ,-189.150355139461,-110.2579193701534,-39.740332165443796,21.37648044450569
ยากิโซบะเห็ดหอม,-198.70294008766993,-120.24025544544772,-39.667959097325536,-77.73335589615986
มักกะโรนีอบชีสปู,-198.78114468571002,-120.28301704935174,-39.44856042703856,-81.9063909362762
ผัดถั่วลันเตา,-198.7750048165962,-120.30241463644269,-39.846900389358076,-87.32234982359142
เฟตตูชินีผัดพริกกระเทียมเบคอนกรอบ,-198.75447820834765,-110.2472680424358,-39.67275406187286,-78.9907274789006
สปาเก็ตตี้ซอสกุ้ง,-198.76411090210428,-120.3039425917097,-39.861293245601566,16.373021678282928
ผัดโป้ยเซียน,-198.70841645572494,-117.74644545461653,-39.683595598144116,-75.31740639953483
เพนเน่เทมปุระ,-198.45156136296646,-115.25912624469618,-39.5591081226363,-78.36780258703416
มาม่าขี้เมา,-198.7340329105964,-110.25230719343662,-39.69869019755186,-60.16748998677499
ผัดกระเพราเนื้อสับใส่หน่อไม้,-198.75195258970908,-104.98788735984107,-39.6636118142011,-79.16974544850387
สปาเก็ตตี้ล็อบสเตอร์,-198.76570893226474,-110.25618314450297,-39.698995121381245,-78.87209645134413
กระเพราหมู,-198.78034439982451,-116.32061009144934,-39.93355971017176,221.1287124146649
แฮมเบิร์กชีส,-198.03970680843918,-119.18234133768205,-39.81792118529695,141.59806530701812
เส้นหมี่ผัดผักกระเฉด,-198.75667652836722,-106.27595833426437,-39.77698177573101,-83.13299089257936
ข้าวผัดมันปู,-198.79960672593768,-116.30976525526901,-24.749828054583745,-86.93478413484588
ผักบุ้งผัดกะปิ,-198.7547105002505,-108.23891025158049,-39.649262715812924,-78.18809396456382
ผัดไชโป๊วหวานใส่ไข่,-198.7297821397091,-120.27808088725548,-39.64413549196244,21.278933577690168
ก๋วยเตี๋ยวหมูตุ๋นเนื้อนุ่ม,-198.80060045239668,-91.93511615893719,-39.804242756866955,-76.19215445907918
ผัดหมี่ซั่วหมู,-198.68014441123836,-120.29762529991257,-39.87558999383649,156.67466595699003
หมี่ผัดซอสแดง,-198.7020457406991,-120.33208953054987,-40.006413217432865,228.0842682369487
กะหล่ำปลีผัดไข่,-198.7495146934256,-120.24339660774956,-39.5934701937001,-78.61691066775744
ข้าวต้มหมูบะเต็ง,-198.7727960552016,-80.52437284509143,-40.6240474752873,920.6966309360598
มาม่าลาบหมู,-197.26977369903526,-120.30850167037879,-39.88655578568803,142.4081573065506
กระดูกหมูตุ๋นผักกาดดอง,-198.79876773803412,-112.38457673421281,-40.14488660281238,418.44360375814387
แกงเห็ดไข่ห่าน,-198.80488246165405,-80.28359697164815,-39.809851863802535,-74.24052305945197
ทะเลกระเทียม,-198.72249193506045,-115.2643096060625,-39.732762930584975,-81.47491044666316
ไข่เจียวต้มยำ,-198.7498328899223,-120.24593813975868,-39.59680730331457,-78.71428896362377
ไข่เจียวโบโลน่า,-198.92056386267535,79.74815465245796,-39.50225735220725,-78.85531999506756
ข้าวผัดน้ำพริกมันกุ้ง,-198.7655826699994,-120.30103279329013,-39.69332264163828,-85.87214957035683
ยำเห็ดผักรวม,-198.73272724509386,-116.23990312196545,-39.65788824540992,-77.92166282202767
ข้าวปลาหมึกทอดแดดเดียว,-198.74831304210963,-120.24076494545476,-39.668641074168235,-78.4703574909876
ผัดกะเพราพริกแห้งสะตอ,-198.8108625536556,-80.37151446911352,-40.11299029741242,420.1614383245018
เต้าหู้นึ่งนมสด,-198.7701807971563,-117.79850666489612,-39.77600962367485,25.32575160365923
หมูสามชั้นผัดพริกแกงถั่วฝักยาว,-198.72872516704118,-75.2859953245806,-39.83538958945608,121.66345170319399
ผัดกระเพรากุ้งปลาหมึก,-198.75498215639897,-106.2792762461382,-39.78799729623463,-82.46087589535178
ข้าวไข่ข้นไก่หมักซอส,-198.7674319208405,-120.27281589107113,-39.46007601318976,-85.30124100551431
ข้าวผัดเชียงปลา,-198.658676526403,-120.25997161458719,-39.63323731072617,-79.8674295929086
กระเพราเนื้อไข่เยี่ยวม้า,-198.7945255672955,-110.33466855313583,-39.81500153717909,220.1762444910831
แซลมอนหมูผัดน้ำมันหอยไข่ดาว,-198.76347560646312,-120.30693253729947,-39.81251348389877,117.25038022606455
หมูทอดเจียงฮาย,-108.74527844481884,-120.16438422991884,-39.638745914343076,-78.17879904392899
มาม่าผัดเห็ดสองสหาย,-198.7412008330709,-117.11920198351301,-39.67089389107924,-77.76687113413725
ยากิโซบะ,-198.72082439194426,-117.74712155637245,-39.68112389025018,-77.76342492723079
หมูสับผัดซีอิ๊ว,-198.76499565673592,-120.2962896884246,-39.84570209853235,121.53287708248439
สปาเก็ตตี้หมูสับ,-198.75377203488407,-120.28003163205561,-39.79166265234177,22.70053228991342
